,Spill Number,Date Spill Reported,SpillName,County,City/Town,Address,Material,Amount,Resource Affected,Cause,Source,Waterbody,Closed,Full Address,original address,latitude,longitude
23,1400416,04/12/2014,Intersection Of,KINGS,BROOKLYN,NEW LOT AVE / NJ AVE,Antifreeze,3,Sewer,Equipment Failure,Commercial Vehicle,,04/14/14,"NEW LOT AVE / NJ AVE, BROOKLYN, NY","NEW LOT AVE / NJ AVE, BROOKLYN, NY",40.652973,-73.943999
24,1400533,04/15/2014,Soil,KINGS,BROOKLYN,43 WILLOW PL,#2 Fuel Oil,2,Soil,Equipment Failure,Private Dwelling,,09/23/14,"43 WILLOW PL, BROOKLYN, NY","43 WILLOW PL, BROOKLYN, NY",40.692298,-73.997959
25,1400540,04/16/2014,Roadway,KINGS,BROOKLYN,7702 FLAT LAND,Diesel,20,Unknown,Equipment Failure,Commercial Vehicle,,04/16/14,"7702 FLAT LAND, BROOKLYN, NY","7702 FLAT LAND, BROOKLYN, NY",40.634034,-73.915002
26,1400545,04/16/2014,St. Joseph College - Ttf,KINGS,BROOKLYN,290 WASHINGTON AVE,#2 Fuel Oil,Unknown,Unknown,Tank Test Failure,"Institutional, Educational, Gov., Other",,Not closed,"290 WASHINGTON AVE, BROOKLYN, NY","290 WASHINGTON AVE, BROOKLYN, NY",40.690048,-73.966738
27,1400638,04/18/2014,Unknown,KINGS,BROOKLYN,909 REMSEN AVE,Compressor Oil,4,Soil,Unknown,Commercial/Industrial,,05/15/14,"909 REMSEN AVE, BROOKLYN, NY","909 REMSEN AVE, BROOKLYN, NY",40.646523,-73.911783
28,1400668,04/19/2014,Drum Run,KINGS,BROOKLYN,409 48TH STREET,Unknown Petroleum,15,Unknown,Unknown,Unknown,,05/13/14,"409 48TH STREET, BROOKLYN, NY","409 48TH STREET, BROOKLYN, NY",40.647423,-74.010959
29,1400688,04/21/2014,Con Ed,KINGS,BROOKLYN,IN FRONT OF 1021 71ST ST,Transformer Oil,Unknown,Unknown,Equipment Failure,Transformer,,05/15/14,"IN FRONT OF 1021 71ST ST, BROOKLYN, NY","IN FRONT OF 1021 71ST ST, BROOKLYN, NY",40.626376,-74.010887
30,1400791,04/23/2014,Sunoco Station,KINGS,BROOKLYN,1731 BUSHWICK AVE,Unknown Petroleum,Unknown,Soil,Other,Gasoline Station Or Other Pbs Facility,,Not closed,"1731 BUSHWICK AVE, BROOKLYN, NY","1731 BUSHWICK AVE, BROOKLYN, NY",40.679422,-73.900174
31,1400872,04/25/2014,Sidewalk,KINGS,BROOKLYN,400 MONITOR STREET,Hydraulic Oil,25,Unknown,Equipment Failure,Commercial Vehicle,,04/25/14,"400 MONITOR STREET, BROOKLYN, NY","400 MONITOR STREET, BROOKLYN, NY",40.73165,-73.94358
32,1400921,04/28/2014,Nyc Transit,KINGS,BROOKLYN,MADISON ST AND WOODWARD,Motor Oil,5,Unknown,Equipment Failure,Commercial Vehicle,,04/28/14,"MADISON ST AND WOODWARD, BROOKLYN, NY","MADISON ST AND WOODWARD, BROOKLYN, NY",40.703974,-73.904124
33,1400957,04/29/2014,Drum Run,KINGS,BROOKLYN,956 LINWOOD ST,Waste Oil/Used Oil,Unknown,Soil,Abandoned Drums,Unknown,,05/13/14,"956 LINWOOD ST, BROOKLYN, NY","956 LINWOOD ST, BROOKLYN, NY",40.662236,-73.877208
34,1400978,04/29/2014,Drum Run,KINGS,BROOKLYN,875 LINWOOD ST,Motor Oil,95,Unknown,Other,Unknown,,05/13/14,"875 LINWOOD ST, BROOKLYN, NY","875 LINWOOD ST, BROOKLYN, NY",40.664138,-73.878586
35,1401054,04/30/2014,Newtown Creek,KINGS,GREENPOINT,SURFACE WATER,Unknown Material,Unknown,Surface Water,Unknown,Unknown,Newtown Creek,05/01/14,"SURFACE WATER, GREENPOINT, NY","SURFACE WATER, GREENPOINT, NY",40.724545,-73.94186
36,1401071,05/01/2014,At Intersection In Vault,KINGS,BROOKLYN,WORTMAN AVE AND ESSEX ST,Unknown Material,9,Unknown,Unknown,Commercial/Industrial,,08/12/14,"WORTMAN AVE AND ESSEX ST, BROOKLYN, NY","WORTMAN AVE AND ESSEX ST, BROOKLYN, NY",40.661107,-73.875285
37,1401150,05/03/2014,Residence,KINGS,BROOKLYN,1015 EAST 108 ST,Raw Sewage,Unknown,Unknown,Unknown,Private Dwelling,,05/05/14,"1015 EAST 108 ST, BROOKLYN, NY","1015 EAST 108 ST, BROOKLYN, NY",40.647084,-73.890497
38,1401192,05/05/2014,Dispenser 12,KINGS,BROOKLYN,644 BUSHWICK AVE,Gasoline,0.5,Unknown,Unknown,Gasoline Station Or Other Pbs Facility,,05/06/14,"644 BUSHWICK AVE, BROOKLYN, NY","644 BUSHWICK AVE, BROOKLYN, NY",40.679459,-73.900641
39,1401199,05/05/2014,Underground Tank,KINGS,BROOKLYN,615 AVENUE C,#2 Fuel Oil,Unknown,Unknown,Tank Test Failure,Private Dwelling,,Not closed,"615 AVENUE C, BROOKLYN, NY","615 AVENUE C, BROOKLYN, NY",40.641394,-73.97252
40,1401262,05/07/2014,Exxon Terminal,KINGS,BROOKLYN,GREEN POINT AVE,Unknown Material,Unknown,Surface Water,Unknown,Commercial/Industrial,Newtown Creek,05/07/14,"GREEN POINT AVE, BROOKLYN, NY","GREEN POINT AVE, BROOKLYN, NY",40.734584,-73.937427
41,1401275,05/07/2014,Transformer Vault,KINGS,BROOKLYN,AVE X AND BATCHELDER AVE,Dielectric Fluid,1,Unknown,Equipment Failure,Commercial/Industrial,,06/24/14,"AVE X AND BATCHELDER AVE, BROOKLYN, NY","AVE X AND BATCHELDER AVE, BROOKLYN, NY",40.594128,-73.937778
42,1401295,05/07/2014,Basement,KINGS,BROOKLYN,109 BERKELEY PLACE,#2 Fuel Oil,20,Unknown,Equipment Failure,Private Dwelling,,Not closed,"109 BERKELEY PLACE, BROOKLYN, NY","109 BERKELEY PLACE, BROOKLYN, NY",40.675943,-73.976591
43,1401302,05/07/2014,Underground - Ttf,KINGS,BROOKLYN,165 EAST 19TH STREET,#4 Fuel Oil,Unknown,Soil,Tank Test Failure,Private Dwelling,,Not closed,"165 EAST 19TH STREET, BROOKLYN, NY","165 EAST 19TH STREET, BROOKLYN, NY",40.645508,-73.960991
44,1401357,05/08/2014,Service Box And Road Way,KINGS,BROOKLYN,8778 BAY PARKWAY,"Transmission Fluid, Motor Oil",Unknown,Soil,Other,Unknown,,06/25/14,"8778 BAY PARKWAY, BROOKLYN, NY","8778 BAY PARKWAY, BROOKLYN, NY",40.598354,-73.997774
46,1401366,05/08/2014,New Town Creek,KINGS,BROOKLYN,49-51 ASH STREET,Unknown Petroleum,10,Surface Water,Unknown,Unknown,Newtown Creek,05/27/14,"49-51 ASH STREET, BROOKLYN, NY","49-51 ASH STREET, BROOKLYN, NY",40.738237,-73.953205
47,1401374,05/09/2014,Construction Site - Livonia Commons,KINGS,BROOKLYN,494 GEORGIA AVE,#2 Fuel Oil,Unknown,Soil,Unknown,Commercial/Industrial,,07/08/14,"494 GEORGIA AVE, BROOKLYN, NY","494 GEORGIA AVE, BROOKLYN, NY",40.664345,-73.895904
48,1401376,05/09/2014,Construction Site,KINGS,BROOKLNY,421 KENT AVE,Unknown Petroleum,Unknown,Soil,Unknown,Commercial/Industrial,,05/23/14,"421 KENT AVE, BROOKLNY, NY","421 KENT AVE, BROOKLNY, NY",40.709989,-73.968487
49,1401389,05/09/2014,Newtown Creek,KINGS,BROOKLYN,POLASKI BRIDGE,Unknown Petroleum,Unknown,Surface Water,Unknown,Unknown,Newtown Creek,05/09/14,"POLASKI BRIDGE, BROOKLYN, NY","POLASKI BRIDGE, BROOKLYN, NY",40.73923,-73.952594
50,1401412,05/09/2014,Manhole 69156,KINGS,BROOKLYN,RALPH AVE AND AVE L,Motor Oil,Unknown,Sewer,Other,Commercial/Industrial,,06/25/14,"RALPH AVE AND AVE L, BROOKLYN, NY","RALPH AVE AND AVE L, BROOKLYN, NY",40.624208,-73.917768
51,1401429,05/10/2014,Eastbound,KINGS,BROOKLYN,FLATBUSH AVE AND BELT PKWY,Gasoline,4,Unknown,Traffic Accident,Passenger Vehicle,,05/12/14,"FLATBUSH AVE AND BELT PKWY, BROOKLYN, NY","FLATBUSH AVE AND BELT PKWY, BROOKLYN, NY",40.584072,-73.96626
52,1401431,05/10/2014,Road Way,KINGS,BROOKLYN,EASTERN PARK WAY,Hydraulic Oil,6,Soil,Equipment Failure,Unknown,,05/13/14,"EASTERN PARK WAY, BROOKLYN, NY","EASTERN PARK WAY, BROOKLYN, NY",40.672977,-73.911339
54,1401467,05/12/2014,Exterior Stock Yard,KINGS,BROOKLYN,95 SOUTH 5TH ST,Gasoline,Unknown,Soil,Unknown,Commercial/Industrial,,08/19/14,"95 SOUTH 5TH ST, BROOKLYN, NY","95 SOUTH 5TH ST, BROOKLYN, NY",40.711782,-73.964587
55,1401520,05/13/2014,Apt Building,KINGS,BROOKLYN,489 CHAUNCEY ST,#2 Fuel Oil,Unknown,Unknown,Equipment Failure,Private Dwelling,,05/28/14,"489 CHAUNCEY ST, BROOKLYN, NY","489 CHAUNCEY ST, BROOKLYN, NY",40.682284,-73.914997
56,1401559,05/14/2014,Con Edison Transformer Manhole #2010,KINGS,BROOKLYN,FULTON AVENUE AND NEW YORK AVENUE,Dielectric Fluid,100,Unknown,Equipment Failure,Commercial/Industrial,,07/08/14,"FULTON AVENUE AND NEW YORK AVENUE, BROOKLYN, NY","FULTON AVENUE AND NEW YORK AVENUE, BROOKLYN, NY",40.68024,-73.946749
58,1401786,05/19/2014,Vault,KINGS,BROOKLYN,COLONAIL RD 85T ST,Transformer Oil,0.05,Unknown,Human Error,"Institutional, Educational, Gov., Other",,05/20/14,"COLONAIL RD 85T ST, BROOKLYN, NY","COLONAIL RD 85T ST, BROOKLYN, NY",40.630559,-74.03407
59,1401845,05/20/2014,Commercial Parking Lot,KINGS,BROOKLYN,19 LAFAYETTE AVE,Unknown Petroleum,Unknown,Soil,Equipment Failure,Unknown,,Not closed,"19 LAFAYETTE AVE, BROOKLYN, NY","19 LAFAYETTE AVE, BROOKLYN, NY",40.687122,-73.978514
60,1401854,05/21/2014,Con Ed Substation,KINGS,BROOKLYN,239 PLYMOUTH ST,Unknown Petroleum,Unknown,Soil,Unknown,Unknown,,11/24/14,"239 PLYMOUTH ST, BROOKLYN, NY","239 PLYMOUTH ST, BROOKLYN, NY",40.703673,-73.983685
61,1401861,05/21/2014,Pratt University (college),KINGS,BROOKLYN,200 WILLOUGHBY AVE,#6 Fuel Oil,Unknown,Unknown,Tank Test Failure,Commercial/Industrial,,Not closed,"200 WILLOUGHBY AVE, BROOKLYN, NY","200 WILLOUGHBY AVE, BROOKLYN, NY",40.69217,-73.963032
62,1401910,05/22/2014,Newtown Creek,KINGS,BROOKLYN,195 MORGAN ST,Raw Sewage,Unknown,"Surface Water , Surface Water",Deliberate,Vessel,Newtown Creek,05/22/14,"195 MORGAN ST, BROOKLYN, NY","195 MORGAN ST, BROOKLYN, NY",40.710754,-73.934159
63,1401943,05/23/2014,Drum Run,KINGS,BROOKLYN,110 KOSCIUSZKO STREET,Waste Oil/Used Oil,5,Unknown,Abandoned Drums,"Institutional, Educational, Gov., Other",,06/04/14,"110 KOSCIUSZKO STREET, BROOKLYN, NY","110 KOSCIUSZKO STREET, BROOKLYN, NY",40.690562,-73.950616
64,1401947,05/23/2014,Residential Area,KINGS,BROOKLYN,247 DRIGGS AVE,Hydraulic Oil,2,Soil,Equipment Failure,Commercial Vehicle,,06/02/14,"247 DRIGGS AVE, BROOKLYN, NY","247 DRIGGS AVE, BROOKLYN, NY",40.722609,-73.947762
65,1401975,05/24/2014,Waste Water Treatment Plant,KINGS,BROOKLYN,12266 FLAT LANDS AVE,Wastewater,Unknown,Unknown,Equipment Failure,Commercial Vehicle,,05/27/14,"12266 FLAT LANDS AVE, BROOKLYN, NY","12266 FLAT LANDS AVE, BROOKLYN, NY",40.652416,-73.879078
66,1402039,05/27/2014,Brooklyn Municipal Bldg -ttf,KINGS,BROOKLYN,210 JORALEMON ST,#2 Fuel Oil,Unknown,Unknown,Tank Test Failure,"Institutional, Educational, Gov., Other",,12/09/14,"210 JORALEMON ST, BROOKLYN, NY","210 JORALEMON ST, BROOKLYN, NY",40.691996,-73.990448
67,1402046,05/27/2014,Metal Hole In Sidewalk,KINGS,BROOKLYN,IFO 5380 KINGS HIGHWAY,Unknown Petroleum,Unknown,Soil,Unknown,Commercial Vehicle,,05/27/14,"IFO 5380 KINGS HIGHWAY, BROOKLYN, NY","IFO 5380 KINGS HIGHWAY, BROOKLYN, NY",40.639528,-73.92647
68,1402051,05/27/2014,Gated Empty Lot,KINGS,BROOKLYN,122 LIBERTY AVE,Waste Oil/Used Oil,Unknown,Soil,Unknown,Unknown,,05/28/14,"122 LIBERTY AVE, BROOKLYN, NY","122 LIBERTY AVE, BROOKLYN, NY",40.672792,-73.905878
69,1402094,05/28/2014,Newtown Creek,KINGS,BROOKLYN,PULASKI BRIDGE MCGUINESS BLVD,Unknown Petroleum,Unknown,Unknown,Other,Unknown,,05/29/14,"PULASKI BRIDGE MCGUINESS BLVD, BROOKLYN, NY","PULASKI BRIDGE MCGUINESS BLVD, BROOKLYN, NY",40.591776,-73.965745
70,1402099,05/29/2014,Roadway,KINGS,BROOKLYN,GRAND ST/VANDERVOORT AVE,Hydraulic Oil,10,Sewer,Traffic Accident,Commercial Vehicle,,05/29/14,"GRAND ST/VANDERVOORT AVE, BROOKLYN, NY","GRAND ST/VANDERVOORT AVE, BROOKLYN, NY",40.678178,-73.944158
70,1402099,05/29/2014,Roadway,KINGS,BROOKLYN,GRAND ST/VANDERVOORT AVE,Sludge,75,Sewer,Traffic Accident,Commercial Vehicle,,05/29/14,"GRAND ST/VANDERVOORT AVE, BROOKLYN, NY","GRAND ST/VANDERVOORT AVE, BROOKLYN, NY",40.678178,-73.944158
71,1402188,05/29/2014,Construction Site,KINGS,BROOKLYN,94 NORTH 13TH ST,Unknown Petroleum,1,"Air , Utililty Conduit/Vault",Unknown,Unknown,,05/30/14,"94 NORTH 13TH ST, BROOKLYN, NY","94 NORTH 13TH ST, BROOKLYN, NY",40.722409,-73.956926
73,1402161,05/29/2014,Blue Stone,KINGS,BROOKLYN,89 JOHN ST,Hydraulic Oil,1,Unknown,Equipment Failure,Commercial/Industrial,,08/12/14,"89 JOHN ST, BROOKLYN, NY","89 JOHN ST, BROOKLYN, NY",40.704375,-73.984956
74,1402224,05/31/2014,Generator,KINGS,BROOKLYN,AVE U AND E. 58TH ST,Diesel,3,Unknown,Equipment Failure,"Institutional, Educational, Gov., Other",,06/26/14,"AVE U AND E. 58TH ST, BROOKLYN, NY","AVE U AND E. 58TH ST, BROOKLYN, NY",40.613532,-73.916812
75,1402236,06/01/2014,Ground,KINGS,BROOKLYN,820 OCEAN PARKWAY,Auto Waste Fluids,5,Soil,Deliberate,Unknown,,10/01/14,"820 OCEAN PARKWAY, BROOKLYN, NY","820 OCEAN PARKWAY, BROOKLYN, NY",40.628442,-73.971603
76,1402248,06/02/2014,Underground Tank,KINGS,BROOKLYN,151-169 3RD AVE,Gasoline,Unknown,Unknown,Tank Test Failure,Gasoline Station Or Other Pbs Facility,,07/09/14,"151-169 3RD AVE, BROOKLYN, NY","151-169 3RD AVE, BROOKLYN, NY",40.681224,-73.983173
77,1402280,06/02/2014,Substation,KINGS,BROKLYN,PLYMOUTH ST/ GOLD SREET,Dielectric Fluid,7,Unknown,Equipment Failure,"Major Facility (mosf) > 400,000 Gal",,08/12/14,"PLYMOUTH ST/ GOLD SREET, BROKLYN, NY","PLYMOUTH ST/ GOLD SREET, BROKLYN, NY",40.703635,-73.982665
78,1402330,06/03/2014,Haylan Data Com Electric,KINGS,BROOKLYN,140 8TH ST,Hydraulic Oil,1,Soil,Equipment Failure,Commercial Vehicle,,07/14/14,"140 8TH ST, BROOKLYN, NY","140 8TH ST, BROOKLYN, NY",40.672223,-73.991259
79,1402352,06/03/2014,Drum Run,KINGS,BROOKLYN,COZINE AVE & ALABAMA AVE,Waste Oil/Used Oil,220,Unknown,Abandoned Drums,Commercial/Industrial,,07/16/14,"COZINE AVE & ALABAMA AVE, BROOKLYN, NY","COZINE AVE & ALABAMA AVE, BROOKLYN, NY",40.65306,-73.889777
80,1402389,06/04/2014,Newtown Creek,KINGS,GREEN POINT,49 ASH ST,Unknown Petroleum,Unknown,Surface Water,Unknown,Unknown,Newtown Creek,06/05/14,"49 ASH ST, GREEN POINT, NY","49 ASH ST, GREEN POINT, NY",40.738537,-73.953394
81,1402392,06/04/2014,New Town Creek,KINGS,BROOKLYN,ASH ST AND MCGUINESS AVE,Unknown Petroleum,Unknown,Surface Water,Unknown,Unknown,Newtown Creek,08/19/14,"ASH ST AND MCGUINESS AVE, BROOKLYN, NY","ASH ST AND MCGUINESS AVE, BROOKLYN, NY",40.738245,-73.952998
82,1402445,06/05/2014,On Roadway 61157 Con Ed Truck,KINGS,BROOKLYN,CLAY ST. AND MANHATTAN AVE,Hydraulic Oil,4,Soil,Equipment Failure,Commercial Vehicle,,06/26/14,"CLAY ST. AND MANHATTAN AVE, BROOKLYN, NY","CLAY ST. AND MANHATTAN AVE, BROOKLYN, NY",40.736577,-73.955307
83,1402466,06/06/2014,Marmaris Yacht Club,KINGS,,3040 EMMONS AVE,#2 Fuel Oil,Unknown,Unknown,Equipment Failure,Vessel,Marina,06/06/14,"3040 EMMONS AVE, , NY","3040 EMMONS AVE, , NY",40.583861,-73.937281
84,1402476,06/06/2014,Construction,KINGS,BROOKLYN,113 FLAT BUSH AVE EXT,#2 Fuel Oil,3,Soil,Tank Test Failure,Commercial/Industrial,,Not closed,"113 FLAT BUSH AVE EXT, BROOKLYN, NY","113 FLAT BUSH AVE EXT, BROOKLYN, NY",40.695825,-73.984271
85,1402507,06/08/2014,Con Ed,KINGS,BROOKLYN,EAST 36TH AND QUENTIN RD,Dielectric Fluid,1,Unknown,Equipment Failure,Commercial/Industrial,,01/15/15,"EAST 36TH AND QUENTIN RD, BROOKLYN, NY","EAST 36TH AND QUENTIN RD, BROOKLYN, NY",40.614628,-73.936813
86,1402543,06/09/2014,New Town Creek,KINGS,BROOKLYN,END OF MEEKER AVE,Unknown Petroleum,Unknown,Surface Water,Unknown,Unknown,Newtown Creek,06/10/14,"END OF MEEKER AVE, BROOKLYN, NY","END OF MEEKER AVE, BROOKLYN, NY",40.721136,-73.942813
87,1402553,06/09/2014,Sautin Residence,KINGS,BROOKLYN,181 FENIMORE ST,#2 Fuel Oil,Unknown,Unknown,Tank Test Failure,Private Dwelling,,07/11/14,"181 FENIMORE ST, BROOKLYN, NY","181 FENIMORE ST, BROOKLYN, NY",40.658499,-73.956325
88,1402556,06/09/2014,Former Spic And Span Cleaners,KINGS,BROOKLYN,315 KINGSLAND AVE,#2 Fuel Oil,Unknown,Soil,Equipment Failure,Unknown,,Not closed,"315 KINGSLAND AVE, BROOKLYN, NY","315 KINGSLAND AVE, BROOKLYN, NY",40.734731,-73.944822
89,1402573,06/10/2014,Water,KINGS,BROOKLYN,420 2ND AVE,Unknown Petroleum,Unknown,Surface Water,Storm,Unknown,,06/10/14,"420 2ND AVE, BROOKLYN, NY","420 2ND AVE, BROOKLYN, NY",40.66169,-74.004141
90,1402624,06/11/2014,Roadway,KINGS,BROOKLYN,264 HART STREET,Unknown Hazardous Material,5,Unknown,Deliberate,Unknown,,06/11/14,"264 HART STREET, BROOKLYN, NY","264 HART STREET, BROOKLYN, NY",40.693991,-73.941505
91,1402657,06/11/2014,Verizon Waste Oil Spill To Pavement,KINGS,BROOKLYN,1870 SHORE PARKWAY,Waste Oil/Used Oil,10,Impervious Surface,Unknown,Tank Truck,,06/11/14,"1870 SHORE PARKWAY, BROOKLYN, NY","1870 SHORE PARKWAY, BROOKLYN, NY",40.589928,-73.993529
92,1402656,06/11/2014,Hydraulic Oil Spill To Gerritsen Inlet,KINGS,BROOKLYN,GERRITSEN INLET,Hydraulic Oil,3,Surface Water,Equipment Failure,Commercial/Industrial,,06/11/14,"GERRITSEN INLET, BROOKLYN, NY","GERRITSEN INLET, BROOKLYN, NY",40.585661,-73.912081
93,1402662,06/11/2014,Con Edison 11th Street Conduit,KINGS,BROOKLYN,MCGUINESS BLVD AND ASH AVE,Other,Unknown,Unknown,Equipment Failure,Commercial/Industrial,,Not closed,"MCGUINESS BLVD AND ASH AVE, BROOKLYN, NY","MCGUINESS BLVD AND ASH AVE, BROOKLYN, NY",40.738245,-73.952998
94,1402676,06/11/2014,Gas Container,KINGS,BROOKLYN,940 EAST 59TH STREET,Gasoline,Unknown,Unknown,Deliberate,"Institutional, Educational, Gov., Other",,06/11/14,"940 EAST 59TH STREET, BROOKLYN, NY","940 EAST 59TH STREET, BROOKLYN, NY",40.630184,-73.919679
95,1402681,06/11/2014,Drum Run,KINGS,BROOKLYN,22 PLEASANT PL,#2 Fuel Oil,Unknown,Unknown,Abandoned Drums,Unknown,,07/16/14,"22 PLEASANT PL, BROOKLYN, NY","22 PLEASANT PL, BROOKLYN, NY",40.676755,-73.910241
96,1402790,06/14/2014,Motor Oil Spill To Backyard By Neighbor,KINGS,BROOKLYN,1450 BAY RIDGE AVENUE,Unknown Petroleum,2,Soil,Deliberate,Private Dwelling,,Not closed,"1450 BAY RIDGE AVENUE, BROOKLYN, NY","1450 BAY RIDGE AVENUE, BROOKLYN, NY",40.621396,-74.000536
97,1402796,06/15/2014,Manhole 55334,KINGS,BROOKLYN,LOGAN ST AND PITKIN AVE,Hydraulic Oil,4,Unknown,Equipment Failure,Commercial Vehicle,,07/09/14,"LOGAN ST AND PITKIN AVE, BROOKLYN, NY","LOGAN ST AND PITKIN AVE, BROOKLYN, NY",40.674791,-73.876193
98,1402904,06/17/2014,Residence,KINGS,BROOKLYN,201 HALLECK ST AND COURT ST CORNER,Unknown Material,Unknown,Unknown,Unknown,Unknown,,Not closed,"201 HALLECK ST AND COURT ST CORNER, BROOKLYN, NY","201 HALLECK ST AND COURT ST CORNER, BROOKLYN, NY",40.670042,-74.001832
99,1402964,06/18/2014,Manhole 74874,KINGS,BROOKLYN,91ST ST/COLONIAL RD,Dielectric Fluid,7,Unknown,Unknown,Commercial/Industrial,,09/26/14,"91ST ST/COLONIAL RD, BROOKLYN, NY","91ST ST/COLONIAL RD, BROOKLYN, NY",40.630559,-74.03407
100,1402966,06/18/2014,Gravel Lot,KINGS,BROOKLYN,500 KENT AVE,Nitric Acid,0.13,Unknown,Human Error,Commercial/Industrial,,06/18/14,"500 KENT AVE, BROOKLYN, NY","500 KENT AVE, BROOKLYN, NY",40.706541,-73.968292
101,1402967,06/18/2014,Manhole 74873,KINGS,BROOKLYN,91ST ST/COLONIAL RD,Dielectric Fluid,7,Unknown,Unknown,Commercial/Industrial,,09/26/14,"91ST ST/COLONIAL RD, BROOKLYN, NY","91ST ST/COLONIAL RD, BROOKLYN, NY",40.630559,-74.03407
102,1402983,06/18/2014,Sample Jar,KINGS,BROOKLYN,500 KENT AVE,Nitric Acid,0.13,Unknown,Human Error,Commercial/Industrial,,06/18/14,"500 KENT AVE, BROOKLYN, NY","500 KENT AVE, BROOKLYN, NY",40.706541,-73.968292
103,1402982,06/18/2014,On Street,KINGS,BROOKLYN,CROSS INTERSECTION OF JOHN ST AND JAY ST,Other,Unknown,Unknown,Unknown,Unknown,,06/20/14,"CROSS INTERSECTION OF JOHN ST AND JAY ST, BROOKLYN, NY","CROSS INTERSECTION OF JOHN ST AND JAY ST, BROOKLYN, NY",40.692338,-73.987342
104,1402958,06/18/2014,Feeder Goethals Sub,KINGS,BROOKLYN,3RD AVE AND 51ST STREET,Dielectric Fluid,400,Soil,Unknown,Commercial/Industrial,,01/15/15,"3RD AVE AND 51ST STREET, BROOKLYN, NY","3RD AVE AND 51ST STREET, BROOKLYN, NY",40.647029,-74.015027
105,1403004,06/19/2014,Newtown Creek Sheen,KINGS,BROOKLYN,437 MCGUINNESS BLVD- PULASKI BRIDGE,Unknown Petroleum,Unknown,Surface Water,Unknown,Unknown,,06/19/14,"437 MCGUINNESS BLVD- PULASKI BRIDGE, BROOKLYN, NY","437 MCGUINNESS BLVD- PULASKI BRIDGE, BROOKLYN, NY",40.73923,-73.952594
106,1403039,06/20/2014,Vault 3002,KINGS,BROOKLYN,WORTMEN ST. / LINWOOD ST,Unknown Material,10,Unknown,Equipment Failure,Transformer,,08/12/14,"WORTMEN ST. / LINWOOD ST, BROOKLYN, NY","WORTMEN ST. / LINWOOD ST, BROOKLYN, NY",40.658006,-73.874069
107,1403040,06/20/2014,Vault 2998,KINGS,BROOKLYN,WORTMAN AVE/LINWOOD ST,Transformer Oil,15,Soil,Equipment Failure,Transformer,,08/12/14,"WORTMAN AVE/LINWOOD ST, BROOKLYN, NY","WORTMAN AVE/LINWOOD ST, BROOKLYN, NY",40.658006,-73.874069
108,1403050,06/20/2014,Stillwell Creek,KINGS,CONEY ISLAND,WEST 33RD ST @BAYVIEW AVE,Unknown Petroleum,Unknown,Surface Water,Deliberate,"Institutional, Educational, Gov., Other",Stillwell Creek,06/20/14,"WEST 33RD ST @BAYVIEW AVE, CONEY ISLAND, NY","WEST 33RD ST @BAYVIEW AVE, CONEY ISLAND, NY",40.581123,-74.000605
109,1403049,06/20/2014,Gravesend Bay,KINGS,BROOKLYN,WEST 33 AND BAYVIEW AVE,Unknown Petroleum,Unknown,Surface Water,Unknown,Commercial/Industrial,Gravesend Bay,06/20/14,"WEST 33 AND BAYVIEW AVE, BROOKLYN, NY","WEST 33 AND BAYVIEW AVE, BROOKLYN, NY",40.581123,-74.000605
110,1403062,06/20/2014,Coney Island Creek,KINGS,BROOKLYN,WEST 33RD ST AND BAYVIEW AVENUE,Unknown Material,Unknown,"Groundwater , Surface Water",Unknown,Unknown,Coney Island Creek,06/20/14,"WEST 33RD ST AND BAYVIEW AVENUE, BROOKLYN, NY","WEST 33RD ST AND BAYVIEW AVENUE, BROOKLYN, NY",40.581123,-74.000605
111,1403065,06/20/2014,Manhole 23728,KINGS,BROOKLYN,LEXINGTON AVE/BEDFORD AVE,Unknown Petroleum,0.1,Soil,Unknown,Commercial/Industrial,,07/09/14,"LEXINGTON AVE/BEDFORD AVE, BROOKLYN, NY","LEXINGTON AVE/BEDFORD AVE, BROOKLYN, NY",40.699994,-73.957234
112,1403069,06/20/2014,Roadway,KINGS,BROOKLYN,WEST 7 ST AND OCEAN PARKWAY,Hydraulic Oil,2,Sewer,Equipment Failure,Commercial Vehicle,,07/09/14,"WEST 7 ST AND OCEAN PARKWAY, BROOKLYN, NY","WEST 7 ST AND OCEAN PARKWAY, BROOKLYN, NY",40.650345,-73.974601
113,1403129,06/23/2014,Basement,KINGS,BROOKLYN,245 CLINTON AVE,#2 Fuel Oil,Unknown,Unknown,Tank Test Failure,"Institutional, Educational, Gov., Other",,10/07/14,"245 CLINTON AVE, BROOKLYN, NY","245 CLINTON AVE, BROOKLYN, NY",40.690509,-73.967773
114,1403137,06/23/2014,Street,KINGS,BROOKLYN,4TH AVE AND 1ST ST,Other,Unknown,Soil,Deliberate,Unknown,,06/23/14,"4TH AVE AND 1ST ST, BROOKLYN, NY","4TH AVE AND 1ST ST, BROOKLYN, NY",40.6752,-73.984782
114,1403137,06/23/2014,Street,KINGS,BROOKLYN,4TH AVE AND 1ST ST,Blood,Unknown,Soil,Deliberate,Unknown,,06/23/14,"4TH AVE AND 1ST ST, BROOKLYN, NY","4TH AVE AND 1ST ST, BROOKLYN, NY",40.6752,-73.984782
